ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
240	240.jpg	ALENZA Y NIETO, Leonardo	(b. 1807, Madrid, d. 1845, Madrid)	Portrait of an Architect	1825-30	Oil on canvas, 79 x 67 cm	Private collection	painting	portrait	Spanish	1801-1850	http://www.wga.hu/html/a/alenza/portrait.html
250	250.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Bishop Ulpiano Volpi	1640s	Bronze, height 58 cm	Museo Poldi Pezzoli, Milan	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/b_volpi.html
252	252.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Monsignor Antonio Cerri	c. 1637	Marble, height 85,5 cm	City Art Gallery, Manchester	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/cerri.html
253	253.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Heracles and the Hydra	-	Bronze, height 32 cm	Szépmûvészeti Múzeum, Budapest	sculpture	mythological	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/hydra.html
254	254.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Pope Innocent X	-	Marble	Galleria Doria Pamphilj, Rome	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/innocent.html
255	255.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Laudivio Zacchia	1626	Marble	Staatliche Museen, Berlin	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/laudivio.html
262	262.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Cardinal Giovanni Garzia Mellini	1637-38	Marble, life-size	Santa Maria del Popolo, Rome	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/mellini.html
265	265.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Donna Olimpia Maidalchini	1646-47	Marble, height 70 cm	Galleria Doria Pamphilj, Rome	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/olimpia.html
266	266.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Bust of Donna Olimpia Maidalchini	1646-47	Marble, height 70 cm	Galleria Doria Pamphilj, Rome	sculpture	portrait	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/olimpia1.html
267	267.jpg	ALGARDI, Alessandro	(b. 1598, Bologna, d. 1654, Roma)	Sleep	c. 1635	Black marble, 48 x 90 cm	Galleria Borghese, Rome	sculpture	mythological	Italian	1601-1650	http://www.wga.hu/html/a/algardi/1/sleep.html
277	277.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	The Goodbyes of Alcestis	-	White marble, 72 x 66 cm	Private collection	sculpture	mythological	French	1851-1900	http://www.wga.hu/html/a/allar/alcesti.html
278	278.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	The Goodbyes of Alcestis	-	White marble, 72 x 66 cm	Private collection	sculpture	mythological	French	1851-1900	http://www.wga.hu/html/a/allar/alcestis.html
279	279.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	The Goodbyes of Alcestis (detail)	-	White marble	Private collection	sculpture	mythological	French	1851-1900	http://www.wga.hu/html/a/allar/alcestix.html
280	280.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	The Death of Alcestis	1881	Marble, 165 x 100 x 150 cm	Jardin de l'Éveché, Lisieux	sculpture	mythological	French	1851-1900	http://www.wga.hu/html/a/allar/alcestiy.html
281	281.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	Child from Abruzzo	1883	Bronze, height 128 cm	Musée d'Orsay, Paris	sculpture	portrait	French	1851-1900	http://www.wga.hu/html/a/allar/child.html
282	282.jpg	ALLAR, André-Joseph	(b. 1845, Toulon, d. 1926, Toulon)	Pierre Guillaume Frédéric Le Play	1906	Bronze	Jardin du Luxembourg, Paris	sculpture	portrait	French	1851-1900	http://www.wga.hu/html/a/allar/le_play.html
283	283.jpg	ALLEGRAIN, Christophe-Gabriel	(b. 1710, Paris, d. 1795, Paris)	Venus at Bath	c. 1767	Marble, height 174 cm	Musée du Louvre, Paris	sculpture	mythological	French	1751-1800	http://www.wga.hu/html/a/allegrai/christop/venus_ba.html
284	284.jpg	ALLEGRAIN, Etienne	(b. 1644, Paris, d. 1736, Paris)	Landscape with the Finding of Moses	-	Oil on canvas, 88 x 115 cm	The Hermitage, St. Petersburg	painting	landscape	French	1651-1700	http://www.wga.hu/html/a/allegrai/etienne/landmose.html
285	285.jpg	ALLEGRAIN, Etienne	(b. 1644, Paris, d. 1736, Paris)	River Landscape	-	Oil on canvas : 118 x 92 cm	Musée National du Château, Versailles	painting	landscape	French	1651-1700	http://www.wga.hu/html/a/allegrai/etienne/riverla1.html
286	286.jpg	ALLEGRAIN, Etienne	(b. 1644, Paris, d. 1736, Paris)	River Landscape	-	Oil on canvas : 86 x 136 cm	Musée du Louvre, Paris	painting	landscape	French	1651-1700	http://www.wga.hu/html/a/allegrai/etienne/riverla2.html
287	287.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	View of the Salone	1578-82	Fresco	Villa Medici, Poggio a Caiano	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/1poggio.html
288	288.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	View of the Salone	1578-82	Fresco	Villa Medici, Poggio a Caiano	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/2poggio.html
289	289.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	The Banquet of Syphax	1578-82	Fresco	Villa Medici, Poggio a Caiano	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/3poggio.html
291	291.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Lunette fresco (detail)	1578-82	Fresco	Villa Medici, Poggio a Caiano	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/5poggio.html
293	293.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Allegory of Human Life	1570-90	Oil on copper, 37 x 27 cm	Galleria degli Uffizi, Florence	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/allegory.html
298	298.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of a Woman	1570-90	Oil on copper, 37 x 27 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portra1.html
299	299.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of a Noble Woman	-	Oil on canvas, 106 x 76 cm	Private collection	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portrai2.html
300	300.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of Bianca Cappello, Second Wife of Francesco I de' Medici	c. 1580	Fresco, 75 x 52 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portrai3.html
301	301.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of Francesco I de' Medici	c. 1558	Oil on lead with gold leaf, diameter 7 cm	Private collection	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portrai4.html
302	302.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of Tommaso de' Bardi	1558-60	Oil on panel, 105 x 83 cm	Private collection	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portrai5.html
303	303.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Portrait of a Young Man	-	Oil on canvas transferred from wood, 117 x 87,5 cm	The Hermitage, St. Petersburg	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/portrait.html
307	307.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Susanna and The Elders	-	Oil on canvas, 202 x 117 cm	Musée Magnin, Dijon	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/susanna.html
310	310.jpg	ALLORI, Alessandro	(b. 1535, Firenze, d. 1607, Firenze)	Venus and Cupid	-	Oil on wood	Musée Fabre, Montpellier	painting	mythological	Italian	1551-1600	http://www.wga.hu/html/a/allori/alessand/venus_cu.html
313	313.jpg	ALLORI, Cristofano	(b. 1577, Firenze, d. 1621, Firenze)	Judith with the Head of Holofernes	1615-17	Oil on canvas, 139 x 116 cm	Galleria Palatina (Palazzo Pitti), Florence	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/allori/cristofa/judith_k.html
314	314.jpg	ALLORI, Cristofano	(b. 1577, Firenze, d. 1621, Firenze)	Judith with the Head of Holofernes	1610-12	Oil on canvas, 142 x 107 cm	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/allori/cristofa/judith_p.html
315	315.jpg	ALLORI, Cristofano	(b. 1577, Firenze, d. 1621, Firenze)	Judith with the Head of Holofernes (detail)	1610-12	Oil on canvas	Private collection	painting	mythological	Italian	1601-1650	http://www.wga.hu/html/a/allori/cristofa/judith_r.html
317	317.jpg	ALMA-TADEMA, Lawrence	(b. 1836, Dronrijp, d. 1912, Wiesbaden)	Reading from Homer	1885	Oil on canvas, 91 x 183 cm	Museum of Art, Philadelphia	painting	mythological	English	1851-1900	http://www.wga.hu/html/a/almatade/almatad1.html
324	324.jpg	ALSLOOT, Denis van	(b. 1570, Bruxelles, d. 1626, Bruxelles)	Extensive Wooded Landscape with Cephalus and Procris	-	Oil on copper, 26 x 33 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/a/alsloot/extensiv.html
326	326.jpg	ALSLOOT, Denis van	(b. 1570, Bruxelles, d. 1626, Bruxelles)	Skating during Carnival	c. 1620	Oil on panel, 57 x 100 cm	Museo del Prado, Madrid	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/a/alsloot/skating.html
327	327.jpg	ALSLOOT, Denis van	(b. 1570, Bruxelles, d. 1626, Bruxelles)	Winter Landscape	1610	Oil on wood, 36 x 47 cm	Musée du Louvre, Paris	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/a/alsloot/winter_l.html
328	328.jpg	ALSLOOT, Denis van	(b. 1570, Bruxelles, d. 1626, Bruxelles)	Winter Landscape in the Fôret de Soignes, with the Flight Into Egypt	c. 1616	Oil on oak panel, 49 x 67 cm	Private collection	painting	landscape	Flemish	1601-1650	http://www.wga.hu/html/a/alsloot/winterla.html
329	329.jpg	ALT, Rudolf von	(b. 1812, Wien, d. 1905, Wien)	View of Vienna from the Prater	1834	Watercolour and gum arabic on paper, 285 x 401 mm	Private collection	painting	landscape	Austrian	1801-1850	http://www.wga.hu/html/a/alt/viewvien.html
330	330.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Landscape with Satyr Family	1507	Panel, 23 x 20 cm	Staatliche Museen, Berlin	painting	landscape	German	1501-1550	http://www.wga.hu/html/a/altdorfe/1/1satyr.html
331	331.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Landscape with Path	c. 1518	Parchment and wood, 42 x 35,5 cm	National Gallery, London	painting	landscape	German	1501-1550	http://www.wga.hu/html/a/altdorfe/1/2landsca.html
332	332.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Danubian Landscape	1520-25	Parchment on wood, 30 x 22 cm	Alte Pinakothek, Munich	painting	landscape	German	1501-1550	http://www.wga.hu/html/a/altdorfe/1/3danube.html
333	333.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Susanna in the Bath and the Stoning of the Elders	1526	Wood, 74,8 x 61,2 cm	Alte Pinakothek, Munich	painting	mythological	German	1501-1550	http://www.wga.hu/html/a/altdorfe/1/4susanna.html
355	355.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Portrait of a Woman	c. 1522	Oil on panel, 59 x 45 cm	Museo Thyssen-Bornemisza, Madrid	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/altdorfe/2/12portra.html
364	364.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Landscape	-	Etching	Graphische Sammlung Albertina, Vienna	graphics	landscape	German	1501-1550	http://www.wga.hu/html/a/altdorfe/4/landscap.html
365	365.jpg	ALTDORFER, Albrecht	(b. ca. 1480, Regensburg, d. 1538, Regensburg)	Large Fir	1512-22	Etching with watercolour, 225 x 170 mm	Kunstsammlungen der Veste Coburg, Coburg	graphics	landscape	German	1501-1550	http://www.wga.hu/html/a/altdorfe/4/largefir.html
392	392.jpg	ALTISSIMO, Cristofano dell'	(b. ca. 1530, d. 1605, Firenze)	Alchitrof, Emperor of Ethiopia	1568	Oil on wood, 59 x 42 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/altissim/alchitro.html
393	393.jpg	ALTISSIMO, Cristofano dell'	(b. ca. 1530, d. 1605, Firenze)	Portrait of Christopher Columbus	1556	Oil on canvas, 59 x 42 cm	Galleria degli Uffizi, Florence	painting	portrait	Italian	1551-1600	http://www.wga.hu/html/a/altissim/columbus.html
395	395.jpg	ALTOMONTE, Bartolomeo	(b. 1694. Warszawa, d. 1783, Markt St Florian)	The Four Seasons Paying Homage to Chronos	c. 1737	Oil on canvas, 75 x 95 cm	Residenzgalerie, Salzburg	painting	mythological	Austrian	1701-1750	http://www.wga.hu/html/a/altomont/bartolom/4seasons.html
400	400.jpg	ÁLVAREZ Y CUBERO, José	(b. 1768, Priego de Córdoba, d. 1827, Madrid)	Apollo	1808-14	Marble, height 150 cm	Museo del Prado, Madrid	sculpture	mythological	Spanish	1801-1850	http://www.wga.hu/html/a/alvarez/apollo.html
402	402.jpg	ÁLVAREZ Y CUBERO, José	(b. 1768, Priego de Córdoba, d. 1827, Madrid)	Isabel de Braganza, Queen of Spain	1826	Marble, height 145 cm	Museo del Prado, Madrid	sculpture	portrait	Spanish	1801-1850	http://www.wga.hu/html/a/alvarez/isabel.html
407	407.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Christoph Fugger	1541	Wood, 97 x 80 cm	Alte Pinakothek, Munich	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/fugger.html
408	408.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Goldsmith Jörg Zürer of Augsburg	1531	Oil on panel, 78 x 51 cm	Museo del Prado, Madrid	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/goldsmit.html
409	409.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Portrait of the Cosmographer Sebastien Münster	c. 1552	Oil on wood, 54 x 42 cm	Staatliche Museen, Berlin	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/munster.html
410	410.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Portrait of Matthäus Schwarz	1542	Oil on panel, 74 x 61 cm	Museo Thyssen-Bornemisza, Madrid	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/schwarz.html
411	411.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Portrait of Felicitas Seiler	1537	Wood, 90 x 80 cm	Alte Pinakothek, Munich	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/seiler.html
412	412.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Portrait of a Young Man	after 1548	Oil on wood, 51 x 43 cm	The Hermitage, St. Petersburg	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/youngman.html
413	413.jpg	AMBERGER, Christoph	(b. ca. 1505, Augsburg, d. 1562, Augsburg)	Portrait of a Young Woman	after 1548	Oil on wood, 51 x 43 cm	The Hermitage, St. Petersburg	painting	portrait	German	1501-1550	http://www.wga.hu/html/a/amberger/youngwom.html
415	415.jpg	AMENDOLA, Giovanni Battista	(b. 1848, Episcopio di Sarno, d. 1887, Napoli)	Venus	-	Bronze, golden brown and dark brown patina, height 87 cm	Private collection	sculpture	mythological	Italian	1851-1900	http://www.wga.hu/html/a/amendola/venus.html
417	417.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Rudolf von Arthaber with his Children	-	Oil on canvas, 155 x 221 cm	Österreichische Galerie Belvedere, Vienna	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/arthaber.html
418	418.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Emperor Franz I of Austria in his Coronation Robes	1832	Oil on canvas, 260 x 175 cm	Schönbrunn Palace, Vienna	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/franz_1.html
419	419.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Likeness of a Girl	c. 1837	Oil on canvas, 64 x 51 cm	Residenzgalerie, Salzburg	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/girl.html
420	420.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Portrait of a Young Girl	1837	Oil on panel, 52 x 43 cm	Private collection	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/girlport.html
421	421.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Maiden with a Straw Hat	c. 1835	Oil on canvas, 59 x 47 cm	Neue Pinakothek, Munich	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/girlyel.html
422	422.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Girl in Yellow Hat	1835	Oil on canvas, 58 x 47 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/girlyell.html
423	423.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Countess Nákó	1855	Oil on canvas, 127 x 106 cm	Szépmûvészeti Múzeum, Budapest	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/nako.html
424	424.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Portrait of Princess Marie Franziska von Liechtenstein Aged Two	1836	Oil on canvas	Liechtenstein Museum, Vienna	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/princess.html
425	425.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Self-Portrait	1834	Oil on canvas, 51 x 42 cm	Residenzgalerie, Salzburg	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/selfport.html
426	426.jpg	AMERLING, Friedrich von	(b. 1803, Wien, d. 1887, Wien)	Portrait of Count István Széchenyi	1836	Oil on canvas, 250 x 165 cm	Hungarian Academy of Sciences, Budapest	painting	portrait	Austrian	1801-1850	http://www.wga.hu/html/a/amerling/szecheny.html
427	427.jpg	AMICO FRIULANO DEL DOSSO	(active 1510-1540 in northern Italy)	Portrait of a Gentleman with a Sword	1515-20	Oil on canvas, 84 x 74 cm	Private collection	painting	portrait	Italian	1501-1550	http://www.wga.hu/html/a/amico/portgent.html
428	428.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Portrait of a Gentlemen in Blue Jacket	-	Oil on canvas, 127 x 102 cm	Private collection	painting	portrait	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/gentlema.html
430	430.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Juno Receiving the Head of Argos	1730-32	Oil on canvas, 108 x 72 cm	Moor Park, Rickmansworth, Hertfordshire	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/juno.html
431	431.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Portrait of a Lady	-	Oil on canvas, 129 x 102 cm	Private collection	painting	portrait	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/portlady.html
432	432.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Jael and Sisera	c. 1739	Oil on canvas	Museo del Settecento Veneziano, Ca' Rezzonico, Venice	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/sisera.html
433	433.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis	c. 1740	Oil on canvas, 45 x 75 cm	Gallerie dell'Accademia, Venice	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus_a1.html
434	434.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis (detail)	c. 1740	Oil on canvas	Gallerie dell'Accademia, Venice	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus_a2.html
435	435.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis	-	Oil on canvas, 142 x 173 cm	Alte Pinakothek, Munich	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus_a3.html
436	436.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis	c. 1739	Oil on canvas, 93 x 126 cm	Private collection	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus_a4.html
437	437.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis (detail)	c. 1739	Oil on canvas	Private collection	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus_a5.html
438	438.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Venus and Adonis	1730s	Oil on canvas, 104 x 129 cm	Private collection	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus1.html
439	439.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Bacchus and Ariadne	1730s	Oil on canvas, 104 x 129 cm	Private collection	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/venus2.html
441	441.jpg	AMIGONI, Jacopo	(b. 1682, Napoli, d. 1752, Madrid)	Flora and Zephyr	c. 1730	Oil on canvas, 158 x 109 cm	Private collection	painting	mythological	Italian	1701-1750	http://www.wga.hu/html/a/amigoni/zephyr.html
449	449.jpg	AMMANATI, Bartolomeo	(b. 1511, Settignano, d. 1592, Firenze)	Fountain of Juno (lower figures)	1555-63	Marble	Museo Nazionale del Bargello, Florence	sculpture	mythological	Italian	1551-1600	http://www.wga.hu/html/a/ammanati/1sculptu/juno1.html
450	450.jpg	AMMANATI, Bartolomeo	(b. 1511, Settignano, d. 1592, Firenze)	Fountain of Juno (upper figures)	1555-63	Marble	Museo Nazionale del Bargello, Florence	sculpture	mythological	Italian	1551-1600	http://www.wga.hu/html/a/ammanati/1sculptu/juno2.html
